iter	Passed	Remaining
247	592	1796
248	594	1792
249	596	1788
250	598	1785
251	600	1781
252	601	1777
253	604	1774
254	606	1770
255	608	1767
256	610	1764
257	612	1761
258	614	1757
259	616	1753
260	618	1750
261	620	1746
262	622	1743
263	624	1740
264	626	1736
265	627	1732
266	629	1729
267	631	1725
268	633	1722
269	635	1719
270	637	1715
271	639	1711
272	641	1708
273	643	1704
274	645	1700
275	647	1697
276	649	1693
277	650	1690
278	652	1686
279	654	1683
280	656	1679
281	658	1676
282	660	1672
283	661	1668
284	663	1664
285	665	1661
286	667	1658
287	669	1655
288	671	1651
289	673	1648
290	675	1645
291	677	1641
292	679	1639
293	681	1636
294	683	1632
295	684	1629
296	686	1625
297	688	1622
298	690	1618
299	692	1615
300	694	1612
301	696	1608
302	698	1605
303	699	1602
304	701	1599
305	703	1596
306	705	1592
307	707	1589
308	709	1586
309	711	1582
310	712	1579
311	714	1575
312	716	1572
313	718	1568
314	719	1565
315	721	1562
316	723	1559
317	725	1555
318	727	1552
319	729	1549
320	730	1546
321	732	1542
322	735	1542
323	737	1538
324	739	1535
325	741	1532
326	742	1529
327	744	1526
328	749	1527
329	752	1526
330	754	1523
331	756	1521
332	758	1519
333	760	1516
334	762	1513
335	764	1510
336	766	1507
337	768	1504
338	770	1501
339	771	1498
340	773	1495
341	775	1492
342	777	1489
343	779	1486
344	781	1483
345	783	1480
346	785	1477
347	786	1474
348	788	1471
349	790	1468
350	792	1466
351	794	1463
352	796	1460
353	798	1457
354	800	1454
355	802	1451
356	804	1448
357	806	1445
358	808	1443
359	810	1440
360	811	1437
361	814	1434
362	816	1431
363	817	1429
364	820	1427
365	822	1424
366	824	1422
367	826	1419
368	828	1416
369	831	1415
370	833	1413
371	835	1410
372	837	1408
373	839	1405
374	841	1403
375	844	1400
376	846	1398
377	847	1395
378	849	1392
379	851	1389
380	853	1387
381	856	1385
382	858	1382
383	860	1380
384	862	1378
385	864	1375
386	866	1372
387	868	1370
388	870	1367
389	872	1364
390	874	1362
391	876	1360
392	878	1357
393	880	1354
394	882	1352
395	884	1349
396	886	1346
397	888	1343
398	890	1340
399	891	1337
400	893	1335
401	895	1332
402	897	1329
403	899	1326
404	901	1324
405	903	1321
406	904	1318
407	906	1315
408	908	1312
409	910	1309
410	912	1307
411	914	1304
412	915	1301
413	917	1299
414	919	1296
415	921	1293
416	923	1290
417	925	1288
418	927	1286
419	929	1283
420	931	1280
421	933	1278
422	935	1275
423	936	1272
424	938	1270
425	942	1270
426	945	1268
427	947	1266
428	950	1264
429	951	1261
430	953	1259
431	955	1256
432	957	1253
433	959	1251
434	961	1248
435	962	1245
436	964	1242
437	966	1240
438	968	1237
439	970	1235
440	972	1232
441	974	1229
442	975	1227
443	977	1224
444	979	1221
445	981	1219
446	983	1216
447	985	1214
448	987	1211
449	988	1208
450	990	1206
451	992	1203
452	994	1200
453	996	1198
454	998	1195
455	999	1192
456	1001	1190
457	1003	1187
458	1005	1184
459	1006	1182
460	1008	1179
461	1010	1176
462	1012	1174
463	1014	1171
464	1015	1168
465	1017	1166
466	1019	1163
467	1021	1160
468	1023	1158
469	1024	1155
470	1026	1152
471	1028	1150
472	1030	1147
473	1032	1145
474	1033	1142
475	1035	1139
476	1037	1137
477	1039	1134
478	1040	1132
479	1042	1129
480	1044	1127
481	1046	1124
482	1048	1121
483	1049	1119
484	1051	1116
485	1053	1114
486	1055	1111
487	1057	1109
488	1058	1106
489	1060	1103
490	1062	1101
491	1064	1099
492	1066	1096
493	1068	1094
494	1070	1092
495	1072	1089
496	1074	1087
497	1076	1084
498	1077	1082
499	1079	1079
500	1081	1077
501	1083	1074
502	1085	1072
503	1086	1069
504	1088	1067
505	1090	1065
506	1093	1063
507	1095	1060
508	1097	1058
509	1099	1056
510	1101	1053
511	1103	1052
512	1106	1050
513	1108	1048
514	1110	1045
515	1111	1042
516	1113	1040
517	1115	1037
518	1117	1035
519	1119	1033
520	1121	1030
521	1123	1028
522	1125	1026
523	1127	1023
524	1128	1021
525	1130	1019
526	1132	1016
527	1134	1014
528	1136	1011
529	1138	1009
530	1139	1006
531	1141	1004
532	1143	1001
533	1145	999
534	1146	996
535	1148	994
536	1150	991
537	1152	989
538	1153	986
539	1155	984
540	1157	982
541	1159	979
542	1161	977
543	1162	974
544	1164	972
545	1166	969
546	1168	967
547	1170	965
548	1171	962
549	1173	960
550	1175	957
551	1177	955
552	1178	952
553	1180	950
554	1182	948
555	1184	945
556	1186	943
557	1188	941
558	1190	939
559	1192	936
560	1194	934
561	1196	932
562	1198	929
563	1199	927
564	1201	925
565	1203	922
566	1205	920
567	1207	918
568	1209	915
569	1210	913
570	1212	911
571	1214	908
572	1216	906
573	1218	904
574	1220	901
575	1221	899
576	1223	897
577	1225	894
578	1227	892
579	1229	890
580	1230	887
581	1232	885
582	1234	882
583	1236	880
584	1238	878
585	1239	875
586	1241	873
587	1243	871
588	1245	869
589	1247	866
590	1249	864
591	1250	862
592	1252	859
593	1254	857
594	1256	855
595	1258	852
596	1259	850
597	1261	848
598	1263	845
599	1265	843
600	1267	841
601	1268	838
602	1270	836
603	1272	834
604	1274	832
605	1276	829
606	1277	827
607	1279	825
608	1281	822
609	1284	821
610	1286	819
611	1288	816
612	1290	814
613	1292	812
614	1293	809
615	1295	807
616	1297	805
617	1300	803
618	1302	801
619	1304	799
620	1306	797
621	1308	795
622	1311	793
623	1313	791
624	1315	789
625	1317	787
626	1319	784
627	1321	782
628	1322	780
629	1324	777
630	1326	775
631	1328	773
632	1330	771
633	1331	768
634	1333	766
635	1335	764
636	1337	762
637	1338	759
638	1340	757
639	1342	755
640	1344	752
641	1346	750
642	1348	748
643	1349	746
644	1351	744
645	1353	741
646	1355	739
647	1357	737
648	1359	735
649	1361	733
650	1363	730
651	1365	728
652	1366	726
653	1368	724
654	1370	721
655	1372	719
656	1374	717
657	1375	715
658	1377	712
659	1379	710
660	1381	708
661	1382	706
662	1384	703
663	1386	701
664	1388	699
665	1390	697
666	1391	694
667	1393	692
668	1395	690
669	1397	688
670	1399	686
671	1401	683
672	1402	681
673	1404	679
674	1406	677
675	1408	674
676	1410	672
677	1411	670
678	1413	668
679	1415	666
680	1417	663
681	1419	661
682	1420	659
683	1422	657
684	1424	655
685	1426	652
686	1428	650
687	1430	648
688	1431	646
689	1433	644
690	1435	642
691	1438	640
692	1440	638
693	1442	636
694	1444	634
695	1446	631
696	1448	629
697	1450	627
698	1452	625
699	1454	623
700	1455	620
701	1457	618
702	1459	616
703	1461	614
704	1462	612
705	1464	610
706	1466	607
707	1468	605
708	1469	603
709	1471	601
710	1473	598
711	1475	596
712	1478	595
713	1480	592
714	1482	590
715	1483	588
716	1485	586
717	1487	584
718	1489	582
719	1492	580
720	1494	578
721	1496	576
722	1498	574
723	1500	572
724	1502	570
725	1504	567
726	1506	565
727	1508	563
728	1510	561
729	1512	559
730	1514	557
731	1516	555
732	1517	552
733	1519	550
734	1521	548
735	1523	546
736	1525	544
737	1527	542
738	1529	540
739	1531	538
740	1533	535
741	1534	533
742	1536	531
743	1538	529
744	1540	527
745	1542	525
746	1544	523
747	1546	520
748	1547	518
749	1549	516
750	1551	514
751	1553	512
752	1555	510
753	1557	508
754	1559	506
755	1561	503
756	1563	501
757	1565	499
758	1567	497
759	1568	495
760	1570	493
761	1572	491
762	1574	489
763	1576	486
764	1578	484
765	1579	482
766	1581	480
767	1583	478
768	1585	476
769	1587	474
770	1589	471
771	1590	469
772	1592	467
773	1594	465
774	1596	463
775	1598	461
776	1600	459
777	1602	457
778	1603	455
779	1605	452
780	1607	450
781	1609	448
782	1611	446
783	1613	444
784	1615	442
785	1617	440
786	1619	438
787	1621	436
788	1622	434
789	1624	431
790	1626	429
791	1628	427
792	1630	425
793	1632	423
794	1634	421
795	1635	419
796	1637	417
797	1639	415
798	1641	412
799	1643	410
800	1645	408
801	1646	406
802	1648	404
803	1650	402
804	1652	400
805	1654	398
806	1656	396
807	1658	394
808	1660	391
809	1662	389
810	1663	387
811	1665	385
812	1667	383
813	1670	381
814	1672	379
815	1674	377
816	1676	375
817	1678	373
818	1680	371
819	1681	369
820	1683	367
821	1685	365
822	1687	362
823	1689	360
824	1691	358
825	1693	356
826	1695	354
827	1697	352
828	1699	350
829	1702	348
830	1703	346
831	1705	344
832	1708	342
833	1710	340
834	1712	338
835	1713	336
836	1716	334
837	1717	332
838	1720	330
839	1722	328
840	1724	325
841	1726	323
842	1728	321
843	1730	319
844	1732	317
845	1734	315
846	1736	313
847	1737	311
848	1740	309
849	1741	307
850	1744	305
851	1746	303
852	1748	301
853	1750	299
854	1752	297
855	1754	295
856	1756	293
857	1758	291
858	1760	288
859	1762	286
860	1764	284
861	1766	282
862	1768	280
863	1771	278
864	1772	276
865	1774	274
866	1776	272
867	1779	270
868	1781	268
869	1783	266
870	1785	264
871	1788	262
872	1790	260
873	1792	258
874	1794	256
875	1797	254
876	1799	252
877	1801	250
878	1803	248
879	1804	246
880	1806	244
881	1808	242
882	1810	239
883	1813	237
884	1815	235
885	1816	233
886	1819	231
887	1821	229
888	1823	227
889	1825	225
890	1827	223
891	1828	221
892	1830	219
893	1833	217
894	1834	215
895	1836	213
896	1838	211
897	1840	209
898	1842	206
899	1844	204
900	1845	202
901	1855	201
902	1858	199
903	1860	197
904	1862	195
905	1864	193
906	1866	191
907	1868	189
908	1870	187
909	1872	185
910	1874	183
911	1876	181
912	1878	178
913	1880	176
914	1882	174
915	1884	172
916	1886	170
917	1888	168
918	1891	166
919	1893	164
920	1895	162
921	1896	160
922	1898	158
923	1900	156
924	1902	154
925	1904	152
926	1906	150
927	1908	148
928	1910	146
929	1912	143
930	1914	141
931	1916	139
932	1918	137
933	1920	135
934	1921	133
935	1923	131
936	1925	129
937	1927	127
938	1929	125
939	1931	123
940	1933	121
941	1935	119
942	1938	117
943	1940	115
944	1941	113
945	1943	110
946	1945	108
947	1947	106
948	1949	104
949	1951	102
950	1953	100
951	1955	98
952	1957	96
953	1959	94
954	1961	92
955	1962	90
956	1964	88
957	1966	86
958	1968	84
959	1970	82
960	1972	80
961	1974	78
962	1976	75
963	1978	73
964	1980	71
965	1982	69
966	1984	67
967	1986	65
968	1988	63
969	1991	61
970	1993	59
971	1995	57
972	1997	55
973	1999	53
974	2001	51
975	2004	49
976	2006	47
977	2007	45
978	2010	43
979	2011	41
980	2014	39
981	2016	36
982	2018	34
983	2020	32
984	2022	30
985	2024	28
986	2026	26
987	2028	24
988	2030	22
989	2031	20
990	2033	18
991	2035	16
992	2037	14
993	2039	12
994	2041	10
995	2043	8
996	2045	6
997	2047	4
998	2049	2
999	2051	0
