iter	Passed	Remaining
604	1197	781
605	1199	779
606	1201	777
607	1202	775
608	1204	773
609	1206	771
610	1207	769
611	1209	766
612	1211	764
613	1212	762
614	1214	760
615	1216	758
616	1218	756
617	1219	754
618	1221	751
619	1223	749
620	1225	747
621	1226	745
622	1228	743
623	1230	741
624	1231	739
625	1233	736
626	1235	734
627	1237	732
628	1239	730
629	1240	728
630	1242	726
631	1244	724
632	1246	722
633	1247	720
634	1249	718
635	1251	716
636	1253	714
637	1254	712
638	1256	709
639	1258	707
640	1260	705
641	1261	703
642	1263	701
643	1265	699
644	1267	697
645	1268	695
646	1270	693
647	1272	691
648	1274	689
649	1275	687
650	1277	684
651	1279	682
652	1281	680
653	1283	678
654	1284	676
655	1286	674
656	1288	672
657	1289	670
658	1291	668
659	1293	666
660	1295	664
661	1296	662
662	1298	660
663	1300	658
664	1302	656
665	1304	654
666	1306	652
667	1308	650
668	1310	648
669	1312	646
670	1314	644
671	1315	642
672	1317	640
673	1319	638
674	1321	636
675	1323	634
676	1325	632
677	1327	630
678	1328	628
679	1330	626
680	1332	624
681	1334	622
682	1336	620
683	1338	618
684	1341	617
685	1343	615
686	1345	613
687	1347	611
688	1349	609
689	1351	607
690	1354	605
691	1356	603
692	1357	601
693	1359	599
694	1361	597
695	1363	595
696	1365	593
697	1367	591
698	1369	589
699	1371	587
700	1373	585
701	1375	583
702	1377	581
703	1378	579
704	1380	577
705	1382	575
706	1384	573
707	1386	571
708	1388	569
709	1389	567
710	1391	565
711	1393	563
712	1395	561
713	1397	559
714	1399	557
715	1401	555
716	1402	553
717	1404	551
718	1406	549
719	1408	547
720	1410	545
721	1412	543
722	1415	542
723	1417	540
724	1418	538
725	1420	536
726	1422	534
727	1424	532
728	1426	530
729	1428	528
730	1429	526
731	1431	524
732	1433	522
733	1435	520
734	1436	518
735	1438	516
736	1440	514
737	1442	512
738	1443	509
739	1445	507
740	1447	505
741	1449	503
742	1450	501
743	1452	499
744	1454	497
745	1456	495
746	1457	493
747	1459	491
748	1461	489
749	1463	487
750	1464	485
751	1466	483
752	1468	481
753	1470	479
754	1471	477
755	1473	475
756	1475	473
757	1477	471
758	1478	469
759	1480	467
760	1482	465
761	1484	463
762	1485	461
763	1487	459
764	1489	457
765	1491	455
766	1492	453
767	1494	451
768	1496	449
769	1498	447
770	1499	445
771	1501	443
772	1503	441
773	1505	439
774	1506	437
775	1508	435
776	1510	433
777	1512	431
778	1513	429
779	1515	427
780	1517	425
781	1519	423
782	1520	421
783	1522	419
784	1524	417
785	1526	415
786	1528	413
787	1530	411
788	1531	409
789	1533	407
790	1535	405
791	1537	403
792	1539	401
793	1540	399
794	1542	397
795	1544	395
796	1546	393
797	1548	391
798	1549	389
799	1551	387
800	1554	386
801	1555	384
802	1558	382
803	1559	380
804	1561	378
805	1563	376
806	1565	374
807	1566	372
808	1568	370
809	1570	368
810	1572	366
811	1573	364
812	1575	362
813	1577	360
814	1579	358
815	1580	356
816	1582	354
817	1584	352
818	1586	350
819	1587	348
820	1589	346
821	1591	344
822	1593	342
823	1594	340
824	1596	338
825	1598	336
826	1600	334
827	1601	332
828	1603	330
829	1605	328
830	1607	326
831	1608	324
832	1610	322
833	1612	320
834	1613	318
835	1615	316
836	1617	314
837	1619	313
838	1620	311
839	1622	309
840	1624	307
841	1626	305
842	1627	303
843	1629	301
844	1631	299
845	1633	297
846	1634	295
847	1636	293
848	1638	291
849	1640	289
850	1642	287
851	1643	285
852	1645	283
853	1647	281
854	1649	279
855	1650	277
856	1652	275
857	1654	273
858	1656	271
859	1658	269
860	1659	267
861	1661	265
862	1663	264
863	1664	262
864	1666	260
865	1668	258
866	1670	256
867	1671	254
868	1673	252
869	1675	250
870	1677	248
871	1678	246
872	1680	244
873	1682	242
874	1684	240
875	1685	238
876	1687	236
877	1689	234
878	1691	232
879	1692	230
880	1694	228
881	1696	226
882	1698	225
883	1699	223
884	1701	221
885	1703	219
886	1705	217
887	1706	215
888	1708	213
889	1710	211
890	1712	209
891	1713	207
892	1715	205
893	1717	203
894	1719	201
895	1720	199
896	1722	197
897	1724	195
898	1725	193
899	1727	191
900	1729	190
901	1731	188
902	1732	186
903	1734	184
904	1736	182
905	1738	180
906	1739	178
907	1741	176
908	1743	174
909	1744	172
910	1746	170
911	1748	168
912	1750	166
913	1751	164
914	1753	162
915	1755	160
916	1757	159
917	1759	157
918	1760	155
919	1762	153
920	1764	151
921	1766	149
922	1767	147
923	1769	145
924	1771	143
925	1773	141
926	1774	139
927	1776	137
928	1778	135
929	1780	133
930	1781	132
931	1783	130
932	1785	128
933	1787	126
934	1788	124
935	1790	122
936	1792	120
937	1793	118
938	1795	116
939	1797	114
940	1799	112
941	1801	110
942	1802	108
943	1804	107
944	1806	105
945	1808	103
946	1809	101
947	1811	99
948	1813	97
949	1815	95
950	1816	93
951	1818	91
952	1820	89
953	1822	87
954	1823	85
955	1825	84
956	1827	82
957	1829	80
958	1831	78
959	1833	76
960	1834	74
961	1836	72
962	1838	70
963	1840	68
964	1842	66
965	1844	64
966	1845	62
967	1847	61
968	1849	59
969	1851	57
970	1852	55
971	1854	53
972	1856	51
973	1858	49
974	1860	47
975	1861	45
976	1863	43
977	1865	41
978	1867	40
979	1868	38
980	1870	36
981	1872	34
982	1874	32
983	1875	30
984	1877	28
985	1879	26
986	1880	24
987	1882	22
988	1884	20
989	1886	19
990	1887	17
991	1889	15
992	1891	13
993	1893	11
994	1894	9
995	1896	7
996	1898	5
997	1900	3
998	1901	1
999	1903	0
